Msqnm,Fctn,Prvn,Pftn,Cont,Spfcadd,Msqintdc,Topmsq,Kcrsusp,Sncarlv,Longit,Latit
沧州小园清真寺,年代不详,河北省,沧州市,,河北省沧州市风化店乡小园村,"小园清真寺位于河北省沧州市风化店乡小园村，修建于清光绪年间。""文革""时期被毁，于1982年。现今大殿建筑面积144平方米，占地面积1.5亩。",,,,116.946983,38.296734
沧州宋官屯清真寺,年代不详,河北省,沧州市,,河北省沧州市小赵庄乡宋官屯村,宋官屯清真寺位于河北省沧州市小赵庄乡宋官屯村，建于1902年。全寺建筑面积300平方米，大殿砖木结构平房3间，60平方米。,,,,116.898712,38.267941
沧州市清真女寺,年代不详,河北省,沧州市,,河北沧州市礼拜寺街,清真女寺又称城里清真寺，始建于清康熙五年(1666)，原为男寺，与沧州北大寺仅一路之隔。1986年改为女寺。,,,,116.866380,38.314040
东光县连镇清真寺,年代不详,河北省,沧州市,,东光县连镇镇政府驻地的六街村,连镇清真寺坐落在东光县连镇镇政府驻地的六街村，本毗邻运河，是全镇回民穆斯林唯一的宗教活动场所。,,,,116.483093,37.801773
沧州市建国清真寺,年代不详,河北省,沧州市,,河北省沧州市建国街,建国清真寺位于河北省沧州市建国街，始建于明朝。总建筑面积615平方米，其中大殿建筑面积275.4平方米。,,,,116.866380,38.314040
河间果子洼清真寺,1518年,河北省,沧州市,,,河间果子洼清真寺位于河北沧州市果子洼回族乡三分村。果子洼清真寺始建于1518年，地址在果子洼回族乡三分村。占地4.61亩，建筑面积850平方米。,,,,100.213615,25.422876
沧州邓屯清真寺,年代不详,河北省,沧州市,,河北省沧州市郊区邓屯,邓屯清真寺位于河北省沧州市郊区邓屯，始建于清末，为简易礼拜寺。大殿建筑面积90平方米，为砖木结构。,,,,116.847878,38.304386
沧州市清真北大寺,,河北省,沧州市,,,,,,,103.369019,34.707512
沧州捷地清真寺,,河北省,沧州市,,,,,,,103.369019,34.707512
承德东清真寺,年代不详,河北省,承德市,,,"河北省承德市有东、西两座清真寺。今西寺已修缮一新，恢复为穆斯林礼拜之用。原东寺在繁华的南营子大街，据说建于清初顺治年间，乾隆皇帝驻跸热河曾整修扩建。乾隆三十一年以后买木热。艾孜木(香妃)每年都和乾隆皇帝来承德避暑山庄消夏。""香妃""娘娘曾亲赐东寺六角宫灯一对，系寺内历史文物。1958年东寺被占用，一些珍贵文物及《古兰经》去向不明。",,,,86.383070,42.322660
承德西清真寺,年代不详,河北省,承德市,,潘家沟,"承德西清真寺位于河北省承德市，创建于清道光年间。""文革""时惨遭破坏。粉碎""四人帮""后，宗教政策得到落实，穆斯林清理寺里房产和租金，自己动手修复。",,,,118.273514,40.946861
承德西清真寺,,河北省,承德市,,,,,,,103.369019,34.707512
定州礼拜寺,年代不详,河北省,定州市,定县,河北省定县城关镇,中国伊斯兰教著名清真古寺。位于河北省定县城关镇回民街(解放街)西口路北。这是一座历史非常悠久的清真寺。该清真寺是中国传统的四合院式布局，建筑风格则是伊斯兰式。其中礼拜大殿中残存的元代砖结构，是中国现存最早的半圆拱顶建筑。清真寺内还保存着珍贵的文物，特别是有许多碑刻，《重建礼拜寺记》是现存用汉文介绍伊斯兰教教义的最早碑刻之一。,,,,114.990250,38.516260
定州杨家桥三村清真寺,年代不详,河北省,定州市,,,杨家桥三村清真寺位于定州市东南25华里，杨家桥村西、号头庄村东、官道庄村南的中心地带，由三村合建而成。始建于明末清初。,,,,115.141602,36.748383
定州吴定庄清真寺,年代不详,河北省,定州市,,,吴定庄清真寺，又名南吴庄清真寺，位于河北省定州市号头庄，始建于清同治十三年(1874年)。,,,,120.310028,31.580280
磁县南十里铺清真寺,民国初年,河北省,邯郸市,磁县,河北省磁县南十里铺,南十里铺清真寺位于河北省磁县南十里铺，始建于民国初年，后多次被占用，于1985年搬迁重建。占地面积0.9亩，坐东朝西，盖有大门一座、大殿3间，讲堂3间、水房3间。,,,,114.366570,36.310661
磁县乐善街清真寺,民国七年,河北省,邯郸市,磁县,河北省磁县乐善街,乐善街清真寺位于河北省磁县乐善街。始建于民国七年，于1983年建立起清真寺民主管理委员会。该寺有大殿3间、讲堂5间、水房子3间，占地面积约0.3亩。,,,,114.373920,36.373960
大名县西营镇清真寺,年代不详,河北省,邯郸市,大名县,河北省大名县营镇回族乡,西营镇清真寺，坐落于河北省大名县营镇回族乡。原有清真寺两座，东寺于1963年毁于水灾，西寺始建于明正德年间(1506年)。现占地4亩，建筑总面积600乎方米。坐西朝东。大殿4间，分古棚。前殿和后殿3部分。,,,,115.299011,36.435833
大名县西杨村清真寺,同治六年,河北省,邯郸市,大名县,大名县西杨村,西杨村清真寺，又名小南寺，位于大名县西杨村，始建于同治六年。占地面积约2亩，有大殿5间，讲堂5间、水房2间和其它一些附属建筑,,,,115.147324,36.267712
大名县七里店清真寺,年代不详,河北省,邯郸市,大名县,,七里店清真寺位于河北省大名县七里店乡七里店村，建于明清时期。七里店清真寺占地1.5亩，寺内原有古典式大殿18间，分两部分，前为卷棚，后为正殿;另有讲经55间，对厅3间，水房子5间，并有门楼和围墙。,,,,103.286407,34.653980
大名县南关东街清真寺,年代不详,河北省,邯郸市,大名县,河北省大名县南关一铺村,"南关东街清真寺至21世纪初已有470余年的历史，是冀南最古老的清真寺。大名为中国历史名城，回族居住亦由来已久。县治大名镇南关辖6个村，即一铺村、二铺村、三铺村、金家潭、匡公堤、西杨村，共有人口64O0多人，其中回族5753人，占总人口的89%。据《大名县志》(乾隆本卷18)记载;""回教之礼拜寺，治城南关东小街一处，明正德己卯建，明万历二年、清雍正十年均有重修。""明正德己卯年应为1519年。",,,,115.153709,36.280010
大名县马时庄清真寺,年代不详,河北省,邯郸市,大名县,,马时庄清真寺位于河北省大名县马时庄，建于明弘治二年(1489年)。1974年清真寺成为学校。1982年清真寺重新修复，又建5间讲堂。1986年重盖了3间水房，成为回族信教群众的活动场所。,,,,112.488968,34.702751
大名县龙王庙镇清真寺,雍正年间,河北省,邯郸市,大名县,河北省大名县龙王庙镇,龙王庙镇清真寺原坐落在老河口南，西南街路东，约始建于清雍正年间。,,,,115.230301,36.216583
大名县金滩镇清真寺,年代不详,河北省,邯郸市,大名县,河北省大名县金滩镇,金滩镇清真寺，坐落于河北省大名县地区。金滩镇清真寺原有4座清真寺，当时称为南寺、北寺、西寺和女寺。1963年因卫河修堤，西寺已不存在，北寺和女寺没有使用。,,,,115.314720,36.338913
大名县二铺村清真寺,1740年,河北省,邯郸市,大名县,河北省大名县,二铺村清真寺，位于河北省大名县南关二铺村，始建于清乾隆五年(1740年)。该寺有大名南关西街清真寺之称。经历过多次重建，现新大殿建筑面积152.5平方米，前为古棚出厦。,,,,115.147880,36.285580
大名县东营镇清真寺,年代不详,河北省,邯郸市,大名县,河北省大名县营镇乡东营镇村,东营镇清真寺位于河北省大名县营镇乡东营镇村。根据有信仰伊斯兰教者，即有拜主场所这一规律分析，以及原有清真寺的建筑风格推断，该寺建于明朝。,,,,115.147880,36.285580
大名县大街村清真寺,明代,河北省,邯郸市,大名县,河北省大名县大街乡大街村,大街村清真寺位于河北省大名县大街乡大街村，约始建于明代。该寺占地面积5.96亩，原有古式大殿9间。前有古棚，另有讲堂3间，水房子1间，并有门楼和围墙。,,,,115.213074,36.296600
大名县城内北街清真寺,年代不详,河北省,邯郸市,大名县,河北省大名县城内北街,北街清真寺位于河北省大名县城内北街，始建于1933年，有大殿3间，讲堂3间，水房3间、架子房2间。城内北街清真寺是大名城内近1000回族群众的礼拜场所。,,,,115.147880,36.285580
邱县杨二庄清真寺,1741年,河北省,邯郸市,邱县,河北省邱县陈村回族乡杨二庄,杨二庄清真寺位于河北省邱县陈村回族乡杨二庄，建自乾隆五年(1741年)，长年累月下经历过多次损毁和重建。1986年聘请驻寺教长，得以恢复宗教活动。,,,,115.141602,36.748383
邱县西常屯清真寺,1404年,河北省,邯郸市,邱县,河北省邱县新马头乡西常屯村,西常屯清真寺位于河北省邱县新马头乡西常屯村，始建于明永乐二年(1404年)。清真寺整体为砖瓦结构。由礼拜大殿、诵经堂、沐浴室等组成。,,,,115.187790,36.791744
邱县邱城镇西街清真寺,年代不详,河北省,邯郸市,邱县,河北省邱县邱城镇,邱县邱城镇西街清真寺，坐落于河北省丘县邱城镇。XX清真寺(地位影响，著名景点，历史由来等)。,,,,115.167259,36.717133
邱县陈村清真寺,1587年,河北省,邯郸市,邱县,河北省邱县陈村,清真寺坐落于河北省邱县陈村回族乡陈村中心，始建于1587年。它是一座始建历史悠久，建筑规模宏大、风格独特、气势壮观的清真寺。不但是邱县所有清真寺之冠，也是冀南北较有名的清真寺之一，而且闻名省内外。,,,,114.604858,36.126270
邱县贺堡清真寺,公元1625年,河北省,邯郸市,邱县,河北省邱县贺堡村,贺堡清真寺位于河北省邱县贺堡村，建自明天启五年(公元1625年)。经历了多次重建，最近一次在1983年。寺内有大殿5间，约120平方米，全现代新式建筑，大殿前出五尺抱厦，有四根合抱明柱，给人一种清新之感。,,,,115.130089,36.821091
邱县韩庄清真寺,年代不详,河北省,邯郸市,邱县,河北省邱县韩庄,韩庄位于邱县城关镇东南3公里处，全村260人，其中回族235人，占全村总人口的90%。该村建于明水乐年间(1404—1406年)，因最早是姓韩的在此定居，故名韩屯，后来演变为韩庄。姓韩的全是汉民，至今已绝户了。,,,,115.176410,36.819870
邱县韩西固清真寺,1985年,河北省,邯郸市,邱县,河北省邱县,韩西固清真寺位于河北省邱县贺堡乡韩西固村，约建于明万历末年(1620年)，经历了多次损毁和重建，最近一次重建在1985年。,,,,115.176410,36.819870
邯郸峰峰清真寺,年代不详,河北省,邯郸市,,河北省邯郸市区,峰峰清真寺位于河北省邯郸市区，全寺建筑面积540平方米，有回民100户，1300余人。,,,,114.493390,36.618530
河间瀛州镇清真西寺,年代不详,河北省,河间市,,,瀛州镇清真西寺位于河北省河间市瀛州镇，始建于清同治元年(1862年)。全寺建筑总面积304平方米，礼拜大殿建筑面积108平方米。,,,,100.190781,25.440212
河间瀛州清真南大寺,年代不详,河北省,河间市,,,瀛州清真南大寺位于河北省河间市瀛州镇，始建于清朝康熙二十年(1681年)。全寺建筑面积1060平方米，大殿建筑面积550平方米。,,,,100.190781,25.440212
河间瀛州东寺,年代不详,河北省,河间市,,,瀛州东寺始建于清道光元年(1821年)，坐落在古城东南隅白狮子街，占地约3.1亩，是当地伊斯兰教务活动的中心。,,,,100.190781,25.440212
河间北务清真寺,年代不详,河北省,河间市,,,北务清真寺位于河北省河间市果子洼乡，始建于清道光二十二年(1842年)。总建筑面积为660平方米，大殿建筑面积为266平方米。,,,,114.348160,34.788610
霸州市后两间清真寺,年代不详,河北省,廊坊市,霸州市,,"河北霸州市后两间清真寺始建于明朝中叶距今有500多年历史，原大殿顶端为金属铜顶，紫檀木匾""遵古正曲""悬挂殿前。有4棵古松柏树苍劲挺拔，郁郁葱葱做为历史见证。廊坊全市2008年末总人口408.3万人，共有32个少数民族成份，少数民族人口9.6万人，以回族、满族为主体，分别有人口6.6万人和2.2万人，分别占少数民族总人口68.7%和22.9%。全市有一个民族自治县(大厂回族自治县)，两个民族乡(文安县大围河回族满族乡和永清县管家务回族乡)，84个民族村。",,,,86.383070,42.322660
大厂小厂清真寺,年代不详,河北省,廊坊市,大厂县,河北省大厂县小厂村,"小厂村是回、汉族合居村，共有337户人家，1278口人;其中回族239户，925人。当地两族群众互相尊重，互相帮助，和睦相处，亲如弟兄。但由于地震和人为损坏，古寺已不复存在。党的宗教信仰自由政策恢复以后，小厂村的穆斯林临时借用原大队的震后礼堂的一角作为礼拜殿。这给正常的宗教活动带来诸多不便，且不安全。小厂寺民主管理委员会是1982年12月15日，由穆斯林推荐有教门、关心寺务的长者和懂政策、热爱伊斯兰教的退休工人，以及本教的阿訇、村委会成员和妇女代表共9人组成。他们有一个共同心愿:为教门多作一些事，为众移民求得两世吉庆。寺管会有事多与村委会商量，并由于小厂村离县民委、县伊协等单位较近，在寺务上得到了他们的大力支持和随时引导。专管会一成立，大家就约法五章，重要的一条是，秉公办事，忠诚地为穆斯林服务，不沾寺里一文一物，使清真寺真正成为""圣洁之地""。大家经受了实践考验，博得了众穆民的欢迎。",,,,117.000191,39.885651
大厂县芦庄清真寺,年代不详,河北省,廊坊市,大厂县,,芦庄清真寺坐落于河北廊坊，1683年始建。现在清真寺大殿为宫殿式建筑，可容纳500人礼拜会礼。,,,,117.461300,35.099630
