Bdhttpnm,Fctn,Drctnm,Cratdt,Prvn,Pftn,Cont,Spfcadd,Tpintdc,Topbdtp,Kcrsusp,Sncarlv,Longit,Latit,source_file,religion_type,Taotpnm,Msqnm,Msqintdc,Topmsq,Chrnm,Mastm,Chrintdc,Topshr,Saltm,Province,City,Region,Proacade,Citacade,Regacade
普济寺,汉语系,马银国,,甘肃省,金昌市,永昌县,甘肃省金昌市永昌县城关镇北海子村四社,,,,,101.979858,38.257549,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
敦煌雷音寺,汉语系,道证,,甘肃省,酒泉市,敦煌市,甘肃省酒泉市敦煌市城南敦月路4公里处,雷音寺位于敦煌市至鸣沙山月牙泉风景区公路的左侧，距市区约4公里。传说古时在月牙泉附近有雷音寺，后被风沙所埋。1989年，由国内外佛教团体和敦煌市佛教协会捐赠，重建了雷音寺。1991年6月落成开光，并对游人开放。雷音寺原名解脱庵，亦名观音堂。明嘉靖六年（公元1527年）无瑕禅师创建，清光绪十年（公元1884年）重建。取“佛音说法，声如雷震”的意思，改名雷音寺。,,,,94.675262,40.097939,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
敦煌市普光寺,汉语系,道证,,甘肃省,酒泉市,敦煌市,甘肃省酒泉市敦煌市七里镇白马塔村二组,,,,,94.643753,40.129642,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
敦煌市观音井,汉语系,道证,,甘肃省,酒泉市,敦煌市,甘肃省酒泉市敦煌市莫高镇三危山村,,,,,94.875427,40.075970,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
敦煌弥陀寺,汉语系,王中国,,甘肃省,酒泉市,敦煌市,甘肃省酒泉市敦煌市阳关镇寿昌村四组,,,,,94.097473,39.911270,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
敦煌鸣山佛爷庙,汉语系,显提,,甘肃省,酒泉市,敦煌市,甘肃省酒泉市敦煌市月牙泉镇鸣山村四组,,,,,94.691391,40.104702,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
瓜州县三道沟天元寺,汉语系,胡登耀,,甘肃省,酒泉市,瓜州县,甘肃省酒泉市瓜州县三道沟镇东湖村六组,,,,,96.881889,40.478741,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
瓜州县南岔截山佛寺,汉语系,赵生辉,,甘肃省,酒泉市,瓜州县,甘肃省酒泉市瓜州县南岔镇安敦路南岔路口南山半山,,,,,95.664719,40.409554,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
瓜州县安宁寺,汉语系,释慧海,,甘肃省,酒泉市,瓜州县,甘肃省酒泉市瓜州县渊泉镇福利巷社区207号,,,,,95.785751,40.513462,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金塔县金塔寺,汉语系,理真,,甘肃省,酒泉市,金塔县,甘肃省酒泉市金塔县金塔镇塔院村三组,,,,,98.916718,39.968651,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金塔县青山寺,汉语系,理真,,甘肃省,酒泉市,金塔县,甘肃省酒泉市金塔县鸳鸯池水管所驻地,,,,,98.836769,39.906921,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
肃北县党城湾寺,藏语系,红旗,,甘肃省,酒泉市,肃北蒙古族自治县,甘肃省酒泉市肃北蒙古族自治县南环路南侧,,,,,94.876840,39.512440,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
肃州区红山西坪观音庙,汉语系,张国明,,甘肃省,酒泉市,肃州区,甘肃省酒泉市肃州区金佛寺镇西寨村一组,,,,,98.658279,39.474873,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
肃州区西洞洪水河佛洞庙,汉语系,崔永钢,,甘肃省,酒泉市,肃州区,甘肃省酒泉市肃州区西洞镇新三村,,,,,98.391510,39.605461,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
酒泉大法幢寺,汉语系,释理顺,,甘肃省,酒泉市,肃州区,甘肃省酒泉市肃州区果园乡高闸沟5队,,,,,98.517540,39.770229,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
酒泉法幢庵,汉语系,释理宏,,甘肃省,酒泉市,肃州区,甘肃省酒泉市肃州区雄关路1号,,,,,98.497925,39.745243,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
玉门市花海镇花海新华寺,汉语系,殷金桂,,甘肃省,酒泉市,玉门市,甘肃省酒泉市玉门市花海镇南渠村,,,,,97.747910,40.299931,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
玉门市赤金红山寺,汉语系,李淑珍,,甘肃省,酒泉市,玉门市,甘肃省酒泉市玉门市赤金镇光明村三组,,,,,97.426949,40.012032,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
安宁区报恩寺,汉语系,释普正,,甘肃省,兰州市,安宁区,甘肃省兰州市安宁区沙井驿街道沙井驿村,,,,,103.624924,36.149101,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区普照寺,汉语系,释理旭,,甘肃省,兰州市,城关区,甘肃省兰州市城关区伏龙坪街道头营村,兰州普照寺，始建于唐太宗贞观年间（约627－－649），在宋、元、明、清各代均有修葺。遗址在今兰州市武都路中段的兰园少年宫。昔日全盛时，殿宇雄伟、塑像精美、文物荟萃、为兰州诸寺院之冠。寺内藏有历代经卷6358卷，其中公元1419年刻印的《永乐南藏》638函，现藏于甘肃省图书馆。,,,,103.810300,36.049010,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区佛光寺,汉语系,释显成,,甘肃省,兰州市,城关区,甘肃省兰州市城关区伏龙坪街道自强沟27号,,,,,103.810300,36.049010,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区卧佛寺,汉语系,释理愿,,甘肃省,兰州市,城关区,甘肃省兰州市城关区五泉山公园内,,,,,103.829704,36.039852,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区双林净院,汉语系,释成琳,,甘肃省,兰州市,城关区,甘肃省兰州市城关区伏龙坪街道前街104号,,,,,103.810300,36.049010,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区嘛呢寺,藏语系,应巴,,甘肃省,兰州市,城关区,甘肃省兰州市城关区五泉山公园内,,,,,103.829704,36.039852,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区文殊院,藏语系,尕藏旦增,,甘肃省,兰州市,城关区,甘肃省兰州市城关区张掖路街道山字石街12号,,,,,103.828920,36.060510,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区普陀寺,汉语系,释显法,,甘肃省,兰州市,城关区,甘肃省兰州市城关区枣树沟18号徐家山森林公园,,,,,103.864754,36.101822,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区法雨寺,汉语系,释显愿,,甘肃省,兰州市,城关区,甘肃省兰州市城关区白塔山公园内,,,,,103.816902,36.068199,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区浚源寺,汉语系,释理因,,甘肃省,兰州市,城关区,甘肃省兰州市城关区五泉山公园内,,,,,103.829704,36.039852,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区玉佛寺,汉语系,释僧莲,,甘肃省,兰州市,城关区,甘肃省兰州市城关区静宁南路181号,,,,,103.830304,36.050236,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区福慧寺,汉语系,释显林,,甘肃省,兰州市,城关区,甘肃省兰州市城关区草场街街道五一山新村,,,,,103.832451,36.084354,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区隆济禅院,汉语系,释圣定,,甘肃省,兰州市,城关区,甘肃省兰州市城关区靖远路王保保城229号,,,,,103.822060,36.069649,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
城关区静觉禅院,汉语系,释仁莲,,甘肃省,兰州市,城关区,甘肃省兰州市城关区伏龙坪街道杨家沟32号,,,,,103.810300,36.049010,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
皋兰县石洞寺,汉语系,释理严,,甘肃省,兰州市,皋兰县,甘肃省兰州市皋兰县石洞镇魏家庄村,,,,,103.960434,36.313492,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
红古区平安镇永宁寺,藏语系,康华惠,,甘肃省,兰州市,红古区,甘肃省兰州市红古区平安镇张家寺村,位于平安乡张家寺村“寺洼”果园以北，座北朝南。永宁寺建筑宏大，气势雄伟。四周是高达7米的土堡，底宽2.5米，顶宽1.5米。寺前30米处有照牌，长约8米，高5米，底厚1米，上厚0.8米，北为正面，饰“龙凤呈祥”图案，做工精细，是西北地区少见，北碑毁于1962年。建有山门，有石狮一对。山门以北是三间过厅，塑有佛像。内院正中有方形香炉一座。北大殿为正殿，供奉释加牟尼佛祖、准提佛、燃灯佛、弥勒佛、接引佛、准提、如来、旦真、观音、千眼千年佛、鹰嘴、西牛、六臂、轱辘单千四大护法、十八罗汉等，共有360个正神，均为彩塑饰金，称“全神殿”。东西大殿为对称建筑，各三间。三座大殿相互对应，后墙均离开堡墙近2米，与过厅组成四合开式大院。寺内西南角有灶房四间，内有大、二、三、四号锅。寺内有如意塔二座，高约二尺。铸铁钟两口（大钟口径4尺，小钟口径2.6尺）。藏文大经24部，小经24部，每部大经重60斤，小经重20斤。寺东槐树处（原名叫“塌方湾”）有五座方形砖塔，塔高1.8米。清顺治年间焚毁，后重修。清乾隆四十六年（1781年）毁于兵燹，清嘉庆十三年（1808年）又重修。清同治四年（1865年）十一月二十五日又毁于兵燹，仅存寺前照碑。民国7年（1918年）北大殿原址上修了三间经堂，其规模远不如以前，这次重修改名为“张家寺”。在明、清时期，曾与皋兰“石洞寺”、夏“拉卜楞寺”为三大佛教圣地。,,,,103.281731,36.168301,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
红古区平安镇观音寺,汉语系,唐占禄,,甘肃省,兰州市,红古区,甘肃省兰州市红古区平安镇复兴村,,,,,103.296303,36.163292,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
红古区窑街宣济寺,汉语系,巨有财,,甘肃省,兰州市,红古区,甘肃省兰州市红古区窑街街道大砂村,,,,,102.878281,36.437332,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
红古区红古乡八蛮寺,藏语系,张志清,,甘肃省,兰州市,红古区,甘肃省兰州市红古区红古乡水车湾村,,,,,102.980042,36.284122,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
红古区花庄镇宝山寺,藏语系,王长才,,甘肃省,兰州市,红古区,甘肃省兰州市红古区花庄镇王家庄村,,,,,103.066948,36.236305,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
七里河区八里镇天都山寺,汉语系,邱玉虎,,甘肃省,兰州市,七里河区,甘肃省兰州市七里河区八里镇岘子口村,,,,,103.835167,35.991840,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
七里河区八里镇极乐寺,汉语系,叶海林,,甘肃省,兰州市,七里河区,甘肃省兰州市七里河区八里镇叶家湾村,,,,,103.814545,36.020687,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
七里河区八里镇灵岩宝寺,汉语系,释智仁,,甘肃省,兰州市,七里河区,甘肃省兰州市七里河区八里镇后五泉村,,,,,103.815201,36.024853,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
七里河区西果园镇云霖寺,藏语系,杨发钰,,甘肃省,兰州市,七里河区,甘肃省兰州市七里河区西果园镇湖滩村,,,,,103.667679,35.925800,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
七里河区西果园镇蛟龙寺,藏语系,黎守仁,,甘肃省,兰州市,七里河区,甘肃省兰州市七里河区西果园镇青岗村,,,,,103.762489,35.945393,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
七里河区阿干镇净业寺,汉语系,释净世,2009-12-09,甘肃省,兰州市,七里河区,甘肃省兰州市七里河区阿干镇高林沟13号,,,,,103.847298,35.907803,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
七里河区阿干镇石佛沟灵岩禅寺,汉语系,钦则,,甘肃省,兰州市,七里河区,甘肃省兰州市七里河区阿干镇石佛路5号,,,,,103.846413,35.904079,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
七里河区阿干镇西山寺,汉语系,杨秀兰,,甘肃省,兰州市,七里河区,甘肃省兰州市七里河区阿干镇中街31号,,,,,103.846413,35.904079,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
七里河区黄峪乡法宁寺,汉语系,释净世,,甘肃省,兰州市,七里河区,甘肃省兰州市七里河区黄峪乡王官营村,,,,,103.715767,36.015602,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
西固区杏胡台村万寿寺,汉语系,释存贤,,甘肃省,兰州市,西固区,甘肃省兰州市西固区四季青街道杏胡台村,万寿寺地处兰州市西固区杏胡台村北的台边上，属于兰州南部山区低山台地边缘，海拔约1800米，比山下的城区高二百多米。万寿寺交通便利，由西固山丹街至杏胡台村的柏油路从寺前绕过，路程约三公里。,,,,103.608330,36.072670,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
西固区新城镇石佛寺,汉语系,费德林,,甘肃省,兰州市,西固区,甘肃省兰州市西固区新城镇新合村,兰州市西固区新城镇新联村石佛沟内石崖之上有石佛洞，其内刻有石佛图像。佛洞遗迹清嘉庆年间1796-1820年才被发现，并于石佛旁修一禅院，命名石佛寺，石佛沟由此得名。,,,,103.468079,36.167210,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
西固区柳泉乡长庆寺,汉语系,释显悟,,甘肃省,兰州市,西固区,甘肃省兰州市西固区柳泉乡中坪村,,,,,103.585098,36.101562,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
西固区河口乡观音寺,汉语系,张耀晏,,甘肃省,兰州市,西固区,甘肃省兰州市西固区河口乡河口村,,,,,103.440903,36.174110,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
西固区陈坪街道卧龙寺,汉语系,释圆涛,,甘肃省,兰州市,西固区,甘肃省兰州市西固区陈坪街道范坪村卧龙岗,,,,,103.671234,36.074432,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
永登县城关镇永宁寺,汉语系,释理超,,甘肃省,兰州市,永登县,甘肃省兰州市永登县城关镇青龙山公园,,,,,103.267532,36.739300,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
永登县城关镇海德寺,汉语系,释昌增,,甘肃省,兰州市,永登县,甘肃省兰州市永登县城关镇新仓巷25号,,,,,103.259510,36.738740,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
永登县树屏镇通海寺,汉语系,王清太,,甘肃省,兰州市,永登县,甘肃省兰州市永登县树屏镇下杏花村,,,,,103.546425,36.255741,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
永登县红城镇感恩寺,藏语系,嘉样尼玛,,甘肃省,兰州市,永登县,甘肃省兰州市永登县红城镇永安村,,,,,103.394241,36.454781,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
永登县红城镇清凉寺,藏语系,嘉样尼玛,,甘肃省,兰州市,永登县,甘肃省兰州市永登县红城镇徐家磨村,,,,,103.402672,36.430943,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
永登县苦水镇李佛寺,汉语系,缪树林,,甘肃省,兰州市,永登县,甘肃省兰州市永登县苦水镇苦水村,,,,,103.431534,36.251633,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
永登县连城镇妙因寺,藏语系,玖美相曲,,甘肃省,兰州市,永登县,甘肃省兰州市永登县连城镇连城村,,,,,102.840210,36.587910,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
永登县连城镇尕达寺,藏语系,薛延华,,甘肃省,兰州市,永登县,甘肃省兰州市永登县连城镇连城村,,,,,102.840210,36.587910,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
永登县连城镇显教寺,汉语系,释觉轮,,甘肃省,兰州市,永登县,甘肃省兰州市永登县连城镇连城村,,,,,102.840210,36.587910,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
榆中县兴国寺,汉语系,徐耀斗,,甘肃省,兰州市,榆中县,甘肃省兰州市榆中县城关镇城关村,榆中兴国寺创建于元代年间，自西天传与东土受惠者不可胜数。榆中乃兰垣之门户，自元代蒲察氏创建兴国寺代代添修庙宇，恢宏蔚为壮观，前清举人张继祖屡发善愿，弘扬佛法，其子张恒德于民国三十七年重兴佛教协会，四方信士朝焚暮诵省城名僧蓝众诚，受戒研法，于次，是以寺院名声远播，香火日盛邻郊信众，实感灵验，而远道膜拜陇上志士，慕其名声而来瞻仰。在文化大革命当中被毁，一九九四年在中国共产党宗教政策的指引下，有释隆达师傅多方奔走，创立了榆中县佛教协会，幷重修兴国寺。后因释隆达师傅年老体衰，力不从心，由大德居士徐耀斗接任会长，因缘具足，感佛神力，白手敬业，带领众居士集资献工，会长以土木瓦工基建技术，亲自动手，齐心协力，筹建仿古殿宇五座，经堂一座，彩塑佛、菩萨、四大天王、地狱阎王等像三十余尊。,,,,104.121735,35.845642,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
榆中县卧牛寺,汉语系,释僧莲,,甘肃省,兰州市,榆中县,甘肃省兰州市榆中县城关镇金牛广场,,,,,104.105911,35.866611,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
榆中县吉祥寺,汉语系,释理林,,甘肃省,兰州市,榆中县,甘肃省兰州市榆中县和平镇官滩沟,,,,,103.951317,35.879890,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
榆中县普济寺,汉语系,曾玉英,,甘肃省,兰州市,榆中县,甘肃省兰州市榆中县青城镇青城村,,,,,104.189407,36.327183,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
榆中县紫云寺,汉语系,岳淑兰,,甘肃省,兰州市,榆中县,甘肃省兰州市榆中县金崖镇郭家庄村,,,,,104.049591,36.037731,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
榆中县龙泉寺,汉语系,金维学,,甘肃省,兰州市,榆中县,甘肃省兰州市榆中县定远镇矿湾村,,,,,103.979271,35.908581,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
东干村嘛汉寺,藏语系,李云芝,,甘肃省,临夏回族自治州,东乡族自治县,甘肃省临夏回族自治州东乡族自治县河滩镇东干村,,,,,103.208778,35.780094,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
三谷寺,汉语系,张孝,,甘肃省,临夏回族自治州,和政县,甘肃省临夏回族自治州和政县城关镇三谷村中社,,,,,103.317200,35.400620,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
佛教居士林,汉语系,朱崇芳,,甘肃省,临夏回族自治州,和政县,甘肃省临夏回族自治州和政县城关镇龙泉村后山路,,,,,103.349388,35.429482,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
关滩沟卧龙寺,汉语系,包廷云,,甘肃省,临夏回族自治州,和政县,甘肃省临夏回族自治州和政县新庄乡关滩沟村寺背后社,,,,,103.345032,35.381153,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
关滩沟娘娘殿,汉语系,王吉洪,,甘肃省,临夏回族自治州,和政县,甘肃省临夏回族自治州和政县新庄乡关滩沟村赵家洼社,,,,,103.345032,35.381153,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
关滩沟观音菩萨殿,汉语系,包廷云,,甘肃省,临夏回族自治州,和政县,甘肃省临夏回族自治州和政县新庄乡关滩沟村关滩沟社,,,,,103.345032,35.381153,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
十堡寺,汉语系,王怀喜,,甘肃省,临夏回族自治州,和政县,甘肃省临夏回族自治州和政县三合镇石虎家村九社,,,,,103.370811,35.456711,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
南远寺,汉语系,张豪,,甘肃省,临夏回族自治州,和政县,甘肃省临夏回族自治州和政县城关镇教场村下崖社,,,,,103.345139,35.430149,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
南龙佛教寺,汉语系,虎占山,,甘肃省,临夏回族自治州,和政县,甘肃省临夏回族自治州和政县新庄乡槐庄村前庄社,,,,,103.389290,35.355492,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
吓独庄寺,汉语系,何祥,,甘肃省,临夏回族自治州,和政县,甘肃省临夏回族自治州和政县新庄乡腰套村吓独庄社,,,,,103.368942,35.365131,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
大坪大山寺,汉语系,叶培云,,甘肃省,临夏回族自治州,和政县,甘肃省临夏回族自治州和政县罗家集乡罗家集村,,,,,103.191147,35.407120,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
寺沟南海普陀宝山寺,汉语系,李国庆,,甘肃省,临夏回族自治州,和政县,甘肃省临夏回族自治州和政县新营乡寺营村九社,,,,,103.257782,35.357952,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
